anunciante,area_privativa,area_total,atualizacao,bairro,banheiros,cidade,cod_imovel,creci,data_publicacao,dce,endereco,garagem,idade_imovel,quartos,suites,url,valor_condominio,valor_imovel,valor_iptu,valor_mt2
Marli,,,,Parque Rio Branco,2,Valparaíso de Goiás,1048216972,,2022-06-22,,Rua da BR-040 (Quadras 01 e 02),1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/v-d-ap-2qts-c-suite-agio-atras-do-mcdonald-s-valparaiso-parque-clube-1-1048216972,,R$ 40.000,,
midian,,,,Parque Rio Branco,1,Valparaíso de Goiás,1048227987,,2022-06-22,,Rua da BR-040 (Quadras 01 e 02),1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-ap-em-valparaiso-13-mil-varandas-meridian-lazer-completo-oportunidade-unica-1048227987,,R$ 13.000,,
glaucioandrade.corretorlps,,,,Residencial Boa Vista,1,Águas Lindas de Goiás,1048235727,,2022-06-22,,Quadra 01,,,3,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-com-3-quartos-1-banheiro-1048235727,,R$ 135.000,,
Adão P.,,,,Parque Rio Branco,,Valparaíso de Goiás,1048245122,,2022-06-22,,Rua A (Quadras 01 a 05),,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-oportunidade-unica-apenas-32-900-frente-ao-shop-sul-valparaiso-1048245122,,R$ 32.900,,
Marcia A.,,,,Valparaiso I - Etapa A,1,Valparaíso de Goiás,1048255913,,2022-06-22,,Quadra 19,,,3,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apto-villa-sol-ii-1048255913,,,,
CASA BELLA IMÓVEIS,50m²,,,Ypiranga,2,Valparaíso de Goiás,1038435219,,2022-06-22,,Rua Ypiranga,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-agio-de-um-excelente-apartamento-em-condominio-fechado-na-entrada-de-valparaiso-1038435219,R$ 0,R$ 29.999,R$ 0,
Jales Braz,100m²,,,Diogo Machado de Araújo,2,Luziânia,1048299393,,2022-06-22,,Travessa Doutor Emílio Póvoa,3,,3,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-apto-villa-serena-luziania-1048299393,R$ 200,R$ 480.000,,
Nery do Brazil Nery do Brazil,55m²,,,Chácaras Anhangüera,1,Valparaíso de Goiás,1021668078,,2022-06-22,,"Rua Guarani (Quadras 08 a 14, 31,35)",1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/brazil-imobiliaria-vende-agio-no-valparaiso-1021668078,R$ 0,R$ 25.000,R$ 0,
CASA BELLA IMÓVEIS,50m²,,,Ypiranga,1,Valparaíso de Goiás,1038787456,,2022-06-22,,Rua Ypiranga,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-desse-belissimo-apartamento-terreo-no-bairro-ipiranga-perto-de-tudo-1038787456,R$ 0,R$ 29.999,R$ 0,
Shirley Paiva,43m²,,,Setor de Chácaras Anhangüera C,1,Valparaíso de Goiás,1048335878,,2022-06-22,,Quadra 16,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/valparaiso-quadra-16-chacara-anhaguera-apartamento-02-quartos-agio-25-000-1048335878,R$ 60,R$ 25.000,,
Thiago,56m²,,,Parque Marajó,1,Valparaíso de Goiás,1048343189,,2022-06-22,,"Rua Recife (Quadras 08,15,21,27)",1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-agio-ap-espacoso-lazer-completo-e-seguranca-privada-parque-marajo-1048343189,R$ 100,R$ 15.000,R$ 250,
bruno.lemos.7969,,,,Chácaras Anhangüera,1,Valparaíso de Goiás,1047733362,,2022-06-21,,"Rua Paraíba (Quadras 22,25,26)",1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vende-se-1047733362,,R$ 22.000,,
DM Imobiliária,70m²,,,Mansões Camargo,2,Águas Lindas de Goiás,1047750878,,2022-06-21,,Quadra 17,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/duplex-individual-mansoes-camargo-1047750878,,R$ 145.000,,
FLAVIA RODRIGUES DE SOUSA,,,,Loteamento Raquel Pimentel,1,Luziânia,1047773070,,2022-06-21,,Rua RP4,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-1047773070,R$ 170,R$ 120.000,,
Confira outras opções em meu site Gabi Silva Imóve,60m²,,,Ypiranga,1,Valparaíso de Goiás,1047776695,,2022-06-21,,Quadra 4 Chácara 46,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-no-ipiranga-terreo-1047776695,R$ 0,R$ 25.999,R$ 0,
Elias Biano,43m²,,,Parque Esplanada I,1,Valparaíso de Goiás,1047793534,,2022-06-21,,"Rua E (Quadras D,H)",1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/mrv-residencial-belle-horizonte-parque-parque-esplanada-1-em-valparaiso-de-goias-1047793534,R$ 230,R$ 137.000,,
Katiuscia Alves,66m²,,,Parque das Cachoeiras,1,Valparaíso de Goiás,1041554601,,2022-06-21,,Conjunto Residencial 7 Condomínio 1 Bloco A,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-apartamento-2-qts-mobiliado-val-2-1041554601,R$ 246,R$ 172.000,R$ 450,
SAROM IMÓVEIS,96m²,,,Parque Esplanada III,2,Valparaíso de Goiás,1047819923,,2022-06-21,,Rua Alemanha (Quadra 4B),1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-dois-quartos-terreo-com-area-privativa-enorme-em-valparaiso-de-goias-1047819923,,R$ 221.450,,
Silas,48m²,,,Centro,1,Cidade Ocidental,1047839032,,2022-06-21,,SQ 11,,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-25-000-00-r-pronto-para-morar-1047839032,,R$ 25.000,,
João Fernandes Imóveis,60m²,,,Cidade Jardim,1,Águas Lindas de Goiás,1047839111,,2022-06-21,,Quadra 90,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-apartamento-2-qts-perola-2-aguas-lindas-de-goias-1047839111,R$ 0,R$ 20.000,R$ 0,
CASA BELLA IMÓVEIS,50m²,,,Ypiranga,1,Valparaíso de Goiás,1042427663,,2022-06-21,,Rua Ypiranga,,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-agio-bonito-e-barato-em-valparaiso-1042427663,R$ 0,R$ 29.999,R$ 0,
Thiago  santos,,,,Jardim América II,1,Águas Lindas de Goiás,1047846228,,2022-06-21,,Quadra 26,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-de-apartamento-1047846228,,R$ 12.000,,
ALPHA300 IMOVEIS,224m²,,,Alphaville Brasília,3,Cidade Ocidental,1047851338,,2022-06-21,,Alameda Mamoré,2,,4,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-com-4-quartos-no-via-horizonte-bairro-alphaville-brasilia-em-cidade-ocident-1047851338,R$ 900,R$ 830.000,R$ 342,
ALPHA300 IMOVEIS,,,,Alphaville Brasília,1,Cidade Ocidental,1047851349,,2022-06-21,,Alameda Mamoré,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-com-2-quartos-no-via-horizonte-bairro-alphaville-brasilia-em-cidade-ocident-1047851349,R$ 490,R$ 500.000,R$ 300,
ALPHA300 IMOVEIS,,,,Alphaville Brasília,3,Cidade Ocidental,1047851356,,2022-06-21,,Alameda Mamoré,2,,3,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-com-3-quartos-no-via-horizonte-bairro-alphaville-brasilia-em-cidade-ocident-1047851356,R$ 600,R$ 645.000,R$ 340,
ALPHA300 IMOVEIS,224m²,,,Alphaville Brasília,3,Cidade Ocidental,1047851378,,2022-06-21,,Alameda Mamoré,2,,4,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-com-4-quartos-no-via-horizonte-bairro-alphaville-brasilia-em-cidade-ocident-1047851378,R$ 900,R$ 850.000,R$ 342,
ALPHA300 IMOVEIS,224m²,,,Alphaville Brasília,3,Cidade Ocidental,1047851431,,2022-06-21,,Alameda Mamoré,2,,4,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-com-4-quartos-no-via-horizonte-bairro-alphaville-brasilia-em-cidade-ocident-1047851431,R$ 900,R$ 790.000,R$ 342,
CASA BELLA IMÓVEIS,50m²,,,Ypiranga,1,Valparaíso de Goiás,1035859004,,2022-06-20,,Rua Ypiranga,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-agio-de-um-lindo-apto-terreo-em-condominio-fechado-em-valparaiso-proximo-ao-atacada-1035859004,R$ 29.999,R$ 29.999,R$ 0,
Rc,,,,Jardim da Barragem VI,1,Águas Lindas de Goiás,1047019929,,2022-06-20,,Quadra 43,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agil-apt-aguas-lindas-1047019929,R$ 0,R$ 22.000,R$ 110,
Beatriz Krauss,,,,Jardim Flamboyant,2,Luziânia,1047079017,,2022-06-20,,Rua Araguaia,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-de-apartamento-1047079017,,R$ 15.000,,
CASA BELLA IMÓVEIS,50m²,,,Jardim Céu Azul,1,Valparaíso de Goiás,1018460954,,2022-06-20,,"Rua 74 (Quadras 121,122,150,151,153,154)",1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/more-bem-em-valparaiso-go-1018460954,R$ 0,R$ 138.000,R$ 0,
Maria ,,,,Ypiranga,1,Valparaíso de Goiás,1047097090,,2022-06-20,,Quadra 1,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-apartamento-1047097090,,R$ 17.000,,
Alecsander Felix,,,,Parque Nápolis A,1,Cidade Ocidental,1047097773,,2022-06-20,,Quadra 4,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamen-2qts-1047097773,R$ 0,R$ 15.000,R$ 0,
SAROM IMÓVEIS,55m²,,,Jardim Ipanema,1,Valparaíso De Goiás,983241156,,2022-06-20,,,0,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-bairro-cidade-jardins-valparaiso-de-goias-983241156,R$ 50,R$ 110.000,,
R2 Empreendimentos Imobiliários,82m²,,,Centro,2,Luziânia,668363764,,2022-06-20,,Rua Ophir José Braz,1,,3,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-ap-3-quartos-resid-italia-centro-de-luziania-go-668363764,,R$ 320.000,,
Hugo,,,,Mansões Odisséia,2,Águas Lindas de Goiás,1047151531,,2022-06-20,,Quadra 23B,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-duplex-1047151531,R$ 0,R$ 17.000,R$ 0,
Anderson Bruno,72m²,,,Mansões Olinda,1,Águas Lindas de Goiás,1047154485,,2022-06-20,,Quadra CL A2,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-apart-22-000-1047154485,R$ 20,R$ 22.000,R$ 222,
Nayara Pinheiro,50m²,,,Cidade Jardins,1,Valparaíso de Goiás,1047160440,,2022-06-20,,Quadra QC 01 Conjunto A Bloco 2,0,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-ou-troco-apto-2-qts-cidade-jardins-valparaiso-de-goias-1047160440,,R$ 80.000,R$ 200,
Carol,,,,Parque Rio Branco,1,Valparaíso de Goiás,1047165239,,2022-06-20,,"Avenida Comercial (Quadras 14,17,20)",1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-agio-lindo-1047165239,,R$ 23.000,,
Claudia Costa,,,,Jardim Pérola da Barragem I,2,Águas Lindas de Goiás,1047166504,,2022-06-20,,Quadra 34,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vende-se-agio-de-ap-1047166504,,R$ 14.000,,
Rafael Cordeiro,,,,Parque Esplanada II,1,Valparaíso de Goiás,1047166955,,2022-06-20,,Rua 15 (Quadras 52 e 54),1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-ate-100-financiado-1047166955,,,,
Luzia A.,,,,Parque Nápolis A,1,Cidade Ocidental,1047184695,,2022-06-20,,Quadra 47,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-apartamento-1047184695,,R$ 15.000,,
mdrocha1,45m²,,,Mansões Recreio Mossoró,1,Cidade Ocidental,1047185855,,2022-06-20,,Quadra 3,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-de-apt-2-quartos-1047185855,R$ 130,R$ 18.000,R$ 140,
NEGÓCIOS-DF,0m²,,,,2,Cidade Ocidental,889964585,,2022-06-18,,,0,,3,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/t-r-o-c-o--tudo-aqui-por-agio-de-casa-apt-terreo-ou-f-i-a-t-uno-889964585,,R$ 40.000,,
NEGÓCIOS-DF,0m²,,,Valparaiso I - Etapa A,2,Valparaíso De Goiás,886842925,,2022-06-18,,,0,,3,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/t-r-o-c-o--tudo-aqui-por-agio-de-casa-apt-terreo-ou-f-i-a-t-uno-886842925,,R$ 40.000,,
Souza,55m²,,,Parque Santa Rita de Cássia,1,Valparaíso de Goiás,885597482,,2022-06-18,,Rua da BR-040,,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-apartamento-2-q-condominio-paris-885597482,R$ 230,R$ 109.999,R$ 0,
Souza,50m²,,,Parque Esplanada II,1,Valparaíso de Goiás,913329551,,2022-06-18,,"Rua 8 (Quadras 31,32,35,36)",1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apt-2q-bello-mare-valparaiso-agio-47-mil-913329551,,R$ 47.000,,
Marcos Tulio Teixeira,78m²,,,Parque Estrela Dalva I,2,Luziânia,871215298,,2022-06-18,,Avenida Miguel Reale,1,,3,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-luziania-03-quartos-elevador-e-garagem-luziania-go-871215298,R$ 180,R$ 210.000,R$ 0,
Salmo Celestino,92m²,,,Jardim Califórnia,3,Formosa,962233844,,2022-06-18,,Avenida 1,1,,3,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamentos-novos-jardim-california-2-modelos-962233844,,R$ 0,,
CENTRAL VENDAS,60m²,,,Parque da Barragem Setor 10,1,Águas Lindas de Goiás,1046447608,,2022-06-18,,Quadra 103 Conjunto A,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-parcelas-de-r-594-00-uma-rua-da-br-so-17-900-setor-10-aguas-lindas-1046447608,,R$ 16.900,,
Matheus ,,,,Chácaras Quedas do Descoberto,1,Águas Lindas de Goiás,1046456888,,2022-06-18,,Quadra 39,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-apartamento-quedas-do-descoberto-1046456888,R$ 0,R$ 27.000,,
CASA BELLA IMÓVEIS,45m²,,,Ypiranga,1,Valparaíso de Goiás,1037094202,,2022-06-18,,Rua Marajuara,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-de-apto-terreo-com-quintal-no-residencial-buritis-iii-1037094202,R$ 0,R$ 30.000,R$ 0,
Gabriel vtot,48m²,,,Parque Esplanada II,1,Valparaíso de Goiás,1024816283,,2022-06-18,,"Rua 22 (Quadras 33,34,37,38)",1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/urgente-agio-apto-2-qts-ja-foi-pago-55-mil-1024816283,R$ 240,R$ 20.000,R$ 120,
DANIELA OLIVEIRA,55m²,,,Pacaembu,1,Valparaíso de Goiás,1046483890,,2022-06-18,,"Rua 54 (Quadras 104 a 107,106A)",1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-agio-de-apt-em-valparaiso-1046483890,R$ 190,R$ 23.000,,
Rafael,44m²,,,Parque das Cachoeiras,1,Valparaíso de Goiás,1046477275,,2022-06-18,,Conjunto Residencial 7 Condomínio 1,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/valparaiso-apto-2-qts-no-cond-parque-clube-2-vaga-na-escritura-1046477275,R$ 250,R$ 118.000,R$ 250,
Nascimento,50m²,,,Parque Rio Branco,1,Valparaíso de Goiás,981645998,,2022-06-18,,"Avenida Comercial (Quadras 14,17,20)",0,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-a-venda-no-valparaiso-981645998,,R$ 90.000,,
Apt° Venda no Bello Cielo,57m²,,,Parque Esplanada III,2,Valparaíso de Goiás,1038440628,,2022-06-18,,Quadra 17,1,,3,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-3-quartos-com-suite-no-condominio-bello-cielo-1038440628,R$ 251,R$ 159.000,R$ 290,
Weslley C.,,,,Parque Esplanada I,1,Valparaíso de Goiás,1046557963,,2022-06-18,,Avenida Marginal (Quadras A a D),1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-agil-48-mil-1046557963,R$ 220,R$ 48.000,,
Yasmin Bueno,54m²,,,Parque Estrela Dalva IX,1,Luziânia,1046573257,,2022-06-18,,Quadra 113,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-agio-1046573257,R$ 0,R$ 25.000,,
CASA BELLA IMÓVEIS,52m²,,,Chácaras Anhangüera,1,Valparaíso de Goiás,1035307328,,2022-06-16,,"Rua Botocudos (Quadras 04,05,06,09)",1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamentos-no-residencial-lugano-otimo-imovel-para-quem-nome-limpo-e-pouco-dinheiro-1035307328,R$ 0,R$ 126.000,R$ 0,
Fatima Dantas Imóveis,65m²,,,Parque das Cachoeiras,2,Valparaíso de Goiás,1045628858,,2022-06-16,,Conjunto Residencial 3 Parque dos Sonhos Bloco A,1,,3,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/oportunidade-vendo-3-qts-com-armarios-parque-dos-sonhos-atras-do-mcdonald-1045628858,R$ 0,R$ 165.000,R$ 0,
Souza,60m²,,,Parque das Cachoeiras,,Valparaíso de Goiás,959312951,,2022-06-16,,Conjunto Residencial 7 Condomínio 1,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-apt-2-qts-parque-club-2-959312951,R$ 200,R$ 155.000,R$ 0,
Day,,,,Jardim Pérola da Barragem II,1,Águas Lindas de Goiás,1045666917,,2022-06-16,,Quadra 38,2,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-agio-apartamento-no-perola-2-1045666917,,R$ 25.000,,
Andressa B.,2222m²,,,Jardim Lago Azul,1,Novo Gama,1045692600,,2022-06-16,,Quadra 196,2,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/saia-ja-do-aluguel-1045692600,R$ 0,R$ 0,,
Silvano Alves,45m²,,,Centro,1,Luziânia,1045693780,,2022-06-16,,Rua Ophir José Braz,1,,1,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/oportunidade-1045693780,R$ 799,R$ 79.900,R$ 200,
Vitoria,,,,Parque das Cachoeiras,1,Valparaíso de Goiás,1045710522,,2022-06-16,,Condomínio Residencial 9 Bloco A,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-agio-barato-de-apartamento-em-valparaiso-1045710522,R$ 260,R$ 32.499,,
Marcia Jardim,,,,,1,Valparaíso De Goiás,1045715417,,2022-06-16,,,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-de-apartamento-padrao-1045715417,R$ 50,R$ 50.000,R$ 0,
gil barros,60m²,,,Parque da Barragem Setor 05,1,Águas Lindas de Goiás,1045736914,,2022-06-16,,Quadra 9 Conjunto A,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-ate-100-em-aguas-lindas-1045736914,R$ 20,R$ 0,,
Álisson Gomes de Souza,50m²,,,Jardim Lago Azul,1,Novo Gama,1045753309,,2022-06-16,,Quadra 196,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vedas-apartamento-no-lumabel-e-lago-azul-no-novo-gama-1045753309,R$ 0,R$ 1,R$ 0,
Mary,,,,Parque Esplanada II,1,Valparaíso de Goiás,1045770520,,2022-06-16,,"Rua 22 (Quadras 33,34,37,38)",1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-apartamento-na-cidade-jardins-valparaiso-1045770520,R$ 0,R$ 65.000,,
Tatasinha,,,,St 8,1,Águas Lindas De Goiás,1045773419,,2022-06-16,,,2,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-de-casa-com-lojinha-e-piscina-1045773419,,R$ 60.000,,
Antonieta Lima,46m²,,,Mansões Recreio Mossoró,1,Cidade Ocidental,1045777610,,2022-06-16,,Quadra 6,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-apartamento-1045777610,R$ 130,R$ 35.000,,
Rafaela,49m²,,,,1,Valparaíso De Goiás,1045785756,,2022-06-16,,,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-de-apartamento-parque-clube-2-1045785756,R$ 248,R$ 55.000,,
José Ferreira,57m²,,,Parque da Barragem Setor 08,1,Águas Lindas de Goiás,1045793420,,2022-06-16,,Quadra 46 Conjunto B,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-agio-de-um-ap-em-aguas-lindas-go-2-quartos-1045793420,R$ 80,R$ 34.000,R$ 250,
Ricardo,222m²,,,Mansões Olinda,2,Águas Lindas de Goiás,1045806554,,2022-06-16,,QA 5,1,,3,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/cobertura-222-m2-no-mansoes-olinda-3-quartos-1-suite-2-banheiros-1045806554,,R$ 240.000,R$ 400,
Confira outras opções em meu site Gabi Silva Imóveis,220m²,,,Valparaiso I - Etapa D,3,Valparaíso de Goiás,1044945509,,2022-06-14,,Quadra 11,4,,4,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-casa-no-valparaiso-aceita-financiamento-1044945509,R$ 0,R$ 370.000,R$ 0,
Lindalva,55m²,,,Condomínio Residencial Parque dos Ipês,1,Valparaíso de Goiás,1044948779,,2022-06-14,,Rua 9,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-urgentemente-1044948779,R$ 125,R$ 55.000,R$ 130,
patriciafreitas57,,,,Jardim Céu Azul,3,Valparaíso de Goiás,1044953315,,2022-06-14,,Rua 111 (Quadras 173 e 174),1,,3,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apto-3-quartos-e-2-banheiros-quitado-1044953315,R$ 50,R$ 140.000,R$ 120,
carla,,,,Centro,1,Cidade Ocidental,1044956770,,2022-06-14,,SQ 19 Quadra 1,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-ou-troco-apartamento-1044956770,R$ 250,R$ 60.000,,
tiozebsb,,,,Setor de Chácaras Anhangüera B,1,Valparaíso de Goiás,1044976119,,2022-06-14,,Quadra 38,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-superior-1044976119,R$ 70,R$ 23.000,,
Confira outras opções em meu site Gabi Silva Imóveis,47m²,,,Ypiranga,1,Valparaíso de Goiás,1045023081,,2022-06-14,,Quadra 4 Chácara 55,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-no-valparaiso-terreo-c-garagen-coberta-1045023081,R$ 0,R$ 33.000,R$ 0,
jacorretagem1,80m²,,,Parque Nápolis A,1,Cidade Ocidental,1045030918,,2022-06-14,,Quadra 1,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apto-02-qtos-terreo-com-quintal-cidade-ocidental-go-1045030918,,R$ 25.000,,
Mariana ,49m²,,,,1,Luziânia,1045034944,,2022-06-14,,,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-agio-valparaiso-1045034944,R$ 97,R$ 25.000,R$ 0,
Jhayson Artuzo,80m²,,,Parque Esplanada I,2,Valparaíso de Goiás,1042617721,,2022-06-14,,Avenida Marginal (Quadras A a D),1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/oportunidade-apartamento-valparaiso-com-tudo-dentro-1042617721,R$ 20,R$ 55.000,R$ 260,
Jardel Brito,,,,Parque Araguari,1,Cidade Ocidental,1045066034,,2022-06-14,,Quadra 14,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-apartamento-ocidental-1045066034,,R$ 12.000,,
sthefannedossantos,,,,Parque Araguari,1,Cidade Ocidental,1045068427,,2022-06-14,,Quadra 14,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-apartamento-ocidental-1045068427,,R$ 12.000,,
JOHN MICHAEL,42m²,,,Centro,1,Cidade Ocidental,1045069120,,2022-06-14,,SQ 17 Quadra 12,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-apartamento-cidade-ocidental-1045069120,R$ 80,R$ 119.000,R$ 450,
Adyenari Vasconcelos,,,,,1,Águas Lindas De Goiás,1045095089,,2022-06-15,,,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agil-de-apartamento-aguas-lindas-no-jardim-querencia-1045095089,,R$ 30.000,,
V. D. P. IMOVEIS,87m²,,,Jardim Ana Beatriz I,1,Santo Antônio do Descoberto,973329446,,2022-06-15,,Quadra 7,1,,3,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-com-3-dormitorios-a-venda-86-m-por-r-83-418-25-jardim-ana-beatriz-i-san-973329446,R$ 0,R$ 83.418,R$ 0,
Ney Linhares,,,,Parque Esplanada II,2,Valparaíso de Goiás,1045208084,,2022-06-15,,"Rua 8 (Quadras 33,34,37,38)",1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vende-se-um-apartamento-com-2-quartos-sendo-1-suite-no-valparaiso-go-1045208084,,R$ 95.000,,
NEGÃCIOS-DF,0m²,,,,2,Cidade Ocidental,908971712,,2022-06-15,,,0,,3,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/t-r-o-c-o--tudo-aqui-por-agio-de-casa-apt-terreo-ou-f-i-a-t-uno--908971712,,R$ 40.000,,
Gustavo Emidio,,,,Parque Nápolis B,1,Cidade Ocidental,1044450577,,2022-06-13,,Quadra 68,2,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-superior-troco-por-carro-1044450577,,R$ 13.500,,
Samuel,54m²,,,Parque Nápolis B,1,Cidade Ocidental,1044454435,,2022-06-13,,Quadra 57,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vende-se-ou-troca-por-carro-moto-1044454435,,R$ 12.000,R$ 0,
JOSIANY,72m²,,,Parque Esplanada II,2,Valparaíso de Goiás,1044458068,,2022-06-13,,"Rua 8 (Quadras 31,32,35,36)",1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/venda-apto-quitado-1044458068,R$ 200,R$ 270.000,,
